1;Joinville;-26.3228682;-48.8561454
2;Jaragua do Sul;-26.4863915;-49.0858581
3;Sao Bento do Sul;-26.2480823;-49.3835566
4;Canoinhas;-26.1786293;-50.3954885
5;Mafra;-26.1244518;-49.808651
6;Sao Francisco do Sul;-26.2466096;-48.6402027
7;Porto Uniao;-26.2331524;-51.0828092
